Borough,"date_mday","ComplaintType",count
MANHATTAN,16,"Illegal Tree Damage",1
MANHATTAN,16,"Indoor Air Quality",2
MANHATTAN,16,Lead,1
MANHATTAN,16,"Litter Basket / Request",1
MANHATTAN,16,"Maintenance or Facility",1
MANHATTAN,16,"Missed Collection (All Materials)",13
MANHATTAN,16,Noise,52
MANHATTAN,16,"Noise - Commercial",114
MANHATTAN,16,"Noise - Helicopter",2
MANHATTAN,16,"Noise - Park",1
MANHATTAN,16,"Noise - Street/Sidewalk",37
MANHATTAN,16,"Noise - Vehicle",16
MANHATTAN,16,"Non-Residential Heat",1
MANHATTAN,16,"Other Enforcement",3
MANHATTAN,16,"PAINT/PLASTER",22
MANHATTAN,16,PLUMBING,16
MANHATTAN,16,Plumbing,1
MANHATTAN,16,Rodent,9
MANHATTAN,16,SAFETY,4
MANHATTAN,16,"Sanitation Condition",6
MANHATTAN,16,Sewer,6
MANHATTAN,16,"Sidewalk Condition",2
MANHATTAN,16,Smoking,1
MANHATTAN,16,"Street Condition",23
MANHATTAN,16,"Street Light Condition",10
MANHATTAN,16,"Taxi Complaint",23
MANHATTAN,16,"Taxi Report",8
MANHATTAN,16,"Traffic Signal Condition",16
MANHATTAN,16,"UNSANITARY CONDITION",18
MANHATTAN,16,"Unsanitary Pigeon Condition",1
MANHATTAN,16,"Urinating in Public",1
MANHATTAN,16,Vending,3
MANHATTAN,16,"Violation of Park Rules",2
MANHATTAN,16,"WATER LEAK",10
MANHATTAN,16,WNW,1
MANHATTAN,16,"Water System",19
MANHATTAN,17,APPLIANCE,6
MANHATTAN,17,"Air Quality",10
MANHATTAN,17,"Animal Abuse",3
MANHATTAN,17,Asbestos,3
MANHATTAN,17,"Blocked Driveway",8
MANHATTAN,17,Boilers,5
MANHATTAN,17,"Bridge Condition",1
MANHATTAN,17,"Broken Muni Meter",18
MANHATTAN,17,"Broken Parking Meter",3
MANHATTAN,17,"Building/Use",7
MANHATTAN,17,"Consumer Complaint",14
MANHATTAN,17,"Cranes and Derricks",1
MANHATTAN,17,"DOF Parking - Tax Exemption",5
MANHATTAN,17,"DOF Property - Reduction Issue",4
MANHATTAN,17,"DOOR/WINDOW",36
MANHATTAN,17,"DPR Internal",1
MANHATTAN,17,"Damaged Tree",1
MANHATTAN,17,"Dead Tree",1
MANHATTAN,17,"Derelict Bicycle",3
MANHATTAN,17,"Derelict Vehicle",2
MANHATTAN,17,"Dirty Conditions",9
MANHATTAN,17,"EAP Inspection - F59",3
MANHATTAN,17,ELECTRIC,18
MANHATTAN,17,Electrical,1
MANHATTAN,17,Elevator,7
MANHATTAN,17,"FLOORING/STAIRS",20
MANHATTAN,17,"Fire Alarm - Reinspection",2
MANHATTAN,17,"Fire Safety Director - F58",19
MANHATTAN,17,"Food Establishment",8
MANHATTAN,17,"Food Poisoning",3
MANHATTAN,17,"For Hire Vehicle Complaint",1
MANHATTAN,17,"Found Property",1
MANHATTAN,17,GENERAL,31
MANHATTAN,17,"General Construction/Plumbing",18
MANHATTAN,17,Graffiti,18
MANHATTAN,17,"HEAT/HOT WATER",300
MANHATTAN,17,"Hazardous Materials",2
MANHATTAN,17,"Highway Condition",1
MANHATTAN,17,"Homeless Encampment",4
MANHATTAN,17,"Homeless Person Assistance",4
MANHATTAN,17,IGR,1
MANHATTAN,17,"Illegal Parking",41
MANHATTAN,17,"Illegal Tree Damage",1
MANHATTAN,17,"Indoor Air Quality",8
MANHATTAN,17,"Industrial Waste",1
MANHATTAN,17,Lead,3
MANHATTAN,17,"Litter Basket / Request",7
MANHATTAN,17,"Maintenance or Facility",1
MANHATTAN,17,"Missed Collection (All Materials)",5
MANHATTAN,17,Noise,64
MANHATTAN,17,"Noise - Commercial",28
MANHATTAN,17,"Noise - Street/Sidewalk",15
MANHATTAN,17,"Noise - Vehicle",21
MANHATTAN,17,"Non-Residential Heat",6
MANHATTAN,17,"OUTSIDE BUILDING",4
MANHATTAN,17,"Open Flame Permit",1
MANHATTAN,17,"Other Enforcement",7
MANHATTAN,17,"Overgrown Tree/Branches",2
MANHATTAN,17,"PAINT/PLASTER",77
MANHATTAN,17,PLUMBING,45
MANHATTAN,17,Plumbing,4
MANHATTAN,17,Rodent,16
MANHATTAN,17,"Root/Sewer/Sidewalk Condition",2
MANHATTAN,17,SAFETY,8
MANHATTAN,17,SCRIE,22
MANHATTAN,17,"Sanitation Condition",11
MANHATTAN,17,Sewer,47
MANHATTAN,17,"Sidewalk Condition",6
MANHATTAN,17,Smoking,2
MANHATTAN,17,"Special Enforcement",4
MANHATTAN,17,"Special Projects Inspection Team (SPIT)",2
MANHATTAN,17,"Street Condition",46
MANHATTAN,17,"Street Light Condition",41
MANHATTAN,17,"Street Sign - Damaged",2
MANHATTAN,17,"Street Sign - Missing",2
MANHATTAN,17,"Sweeping/Missed",1
MANHATTAN,17,"Taxi Complaint",32
MANHATTAN,17,"Taxi Report",8
MANHATTAN,17,Traffic,5
MANHATTAN,17,"Traffic Signal Condition",20
MANHATTAN,17,"UNSANITARY CONDITION",49
MANHATTAN,17,Vending,3
MANHATTAN,17,"WATER LEAK",39
MANHATTAN,17,WLWP,1
MANHATTAN,17,WNW,1
MANHATTAN,17,"Water Conservation",1
MANHATTAN,17,"Water Quality",2
MANHATTAN,17,"Water System",23
MANHATTAN,18,APPLIANCE,19
MANHATTAN,18,"Air Quality",11
MANHATTAN,18,"Animal in a Park",2
MANHATTAN,18,Asbestos,5
MANHATTAN,18,"Blocked Driveway",9
MANHATTAN,18,Boilers,1
MANHATTAN,18,"Bridge Condition",2
MANHATTAN,18,"Broken Muni Meter",41
MANHATTAN,18,"Building/Use",5
MANHATTAN,18,"City Vehicle Placard Complaint",1
MANHATTAN,18,"Consumer Complaint",8
MANHATTAN,18,"DOF Parking - Tax Exemption",4
MANHATTAN,18,"DOOR/WINDOW",38
MANHATTAN,18,"Damaged Tree",1
MANHATTAN,18,"Derelict Vehicle",4
MANHATTAN,18,"Derelict Vehicles",1
MANHATTAN,18,"Dirty Conditions",9
MANHATTAN,18,"EAP Inspection - F59",7
MANHATTAN,18,ELECTRIC,11
MANHATTAN,18,ELEVATOR,1
MANHATTAN,18,Electrical,3
MANHATTAN,18,Elevator,10
MANHATTAN,18,"FLOORING/STAIRS",20
MANHATTAN,18,"Fire Alarm - Modification",2
MANHATTAN,18,"Fire Alarm - New System",1
MANHATTAN,18,"Fire Safety Director - F58",22
MANHATTAN,18,"Food Establishment",6
MANHATTAN,18,"Food Poisoning",2
MANHATTAN,18,"For Hire Vehicle Complaint",6
MANHATTAN,18,"Found Property",1
MANHATTAN,18,GENERAL,36
MANHATTAN,18,"General Construction/Plumbing",23
MANHATTAN,18,Graffiti,1
MANHATTAN,18,"HEAT/HOT WATER",648
MANHATTAN,18,"Hazardous Materials",2
MANHATTAN,18,"Highway Condition",1
MANHATTAN,18,"Homeless Encampment",3
MANHATTAN,18,"Homeless Person Assistance",14
MANHATTAN,18,"Illegal Parking",31
MANHATTAN,18,"Indoor Air Quality",11
MANHATTAN,18,"Industrial Waste",1
MANHATTAN,18,"Litter Basket / Request",3
MANHATTAN,18,"Maintenance or Facility",2
MANHATTAN,18,"Miscellaneous Categories",1
MANHATTAN,18,"Missed Collection (All Materials)",8
MANHATTAN,18,Noise,85
MANHATTAN,18,"Noise - Commercial",39
MANHATTAN,18,"Noise - Street/Sidewalk",14
MANHATTAN,18,"Noise - Vehicle",19
MANHATTAN,18,"Non-Residential Heat",5
MANHATTAN,18,"OUTSIDE BUILDING",1
MANHATTAN,18,"Other Enforcement",3
MANHATTAN,18,"Overflowing Litter Baskets",1
MANHATTAN,18,"Overgrown Tree/Branches",4
MANHATTAN,18,"PAINT/PLASTER",46
MANHATTAN,18,PLUMBING,44
MANHATTAN,18,Plumbing,3
MANHATTAN,18,"Recycling Enforcement",1
MANHATTAN,18,Rodent,18
MANHATTAN,18,SAFETY,12
MANHATTAN,18,SCRIE,10
MANHATTAN,18,"Sanitation Condition",7
MANHATTAN,18,"School Maintenance",1
MANHATTAN,18,Sewer,18
MANHATTAN,18,"Sidewalk Condition",4
MANHATTAN,18,Smoking,2
MANHATTAN,18,Snow,2
MANHATTAN,18,"Special Enforcement",8
MANHATTAN,18,"Special Projects Inspection Team (SPIT)",5
MANHATTAN,18,"Street Condition",51
MANHATTAN,18,"Street Light Condition",101
MANHATTAN,18,"Street Sign - Damaged",2
MANHATTAN,18,"Street Sign - Missing",1
MANHATTAN,18,"Sweeping/Missed",2
MANHATTAN,18,"Taxi Complaint",31
MANHATTAN,18,"Taxi Report",7
MANHATTAN,18,Traffic,5
MANHATTAN,18,"Traffic Signal Condition",26
MANHATTAN,18,"UNSANITARY CONDITION",59
MANHATTAN,18,Vending,2
MANHATTAN,18,"WATER LEAK",30
MANHATTAN,18,WNW,11
MANHATTAN,18,"Water System",33
MANHATTAN,18,"X-Ray Machine/Equipment",1
MANHATTAN,19,APPLIANCE,9
MANHATTAN,19,"Air Quality",5
MANHATTAN,19,"Animal Abuse",7
MANHATTAN,19,Asbestos,3
MANHATTAN,19,"Bike Rack Condition",1
MANHATTAN,19,"Bike/Roller/Skate Chronic",1
MANHATTAN,19,"Blocked Driveway",9
MANHATTAN,19,Boilers,5
MANHATTAN,19,"Bridge Condition",1
MANHATTAN,19,"Broken Muni Meter",40
MANHATTAN,19,"Building/Use",6
MANHATTAN,19,Construction,1
MANHATTAN,19,"Consumer Complaint",11
MANHATTAN,19,"Cranes and Derricks",1
MANHATTAN,19,"Curb Condition",1
MANHATTAN,19,"DOF Parking - Tax Exemption",2
MANHATTAN,19,"DOF Property - Reduction Issue",1
MANHATTAN,19,"DOOR/WINDOW",28
MANHATTAN,19,"Damaged Tree",5
MANHATTAN,19,"Dead Tree",1
MANHATTAN,19,"Derelict Bicycle",1
MANHATTAN,19,"Derelict Vehicle",2
MANHATTAN,19,"Dirty Conditions",14
MANHATTAN,19,"EAP Inspection - F59",6
MANHATTAN,19,ELECTRIC,16
MANHATTAN,19,ELEVATOR,1
MANHATTAN,19,Electrical,1
MANHATTAN,19,Elevator,12
MANHATTAN,19,"FLOORING/STAIRS",29
MANHATTAN,19,"Fire Alarm - Modification",2
MANHATTAN,19,"Fire Alarm - Reinspection",1
MANHATTAN,19,"Fire Safety Director - F58",17
MANHATTAN,19,"Food Establishment",11
MANHATTAN,19,"Food Poisoning",3
MANHATTAN,19,"For Hire Vehicle Complaint",1
MANHATTAN,19,"Found Property",2
MANHATTAN,19,GENERAL,33
MANHATTAN,19,"General Construction/Plumbing",26
MANHATTAN,19,"HEAT/HOT WATER",704
MANHATTAN,19,"Hazardous Materials",1
MANHATTAN,19,"Highway Condition",2
MANHATTAN,19,"Homeless Encampment",6
MANHATTAN,19,"Homeless Person Assistance",9
MANHATTAN,19,"Illegal Parking",23
MANHATTAN,19,"Indoor Air Quality",6
MANHATTAN,19,"Indoor Sewage",1
MANHATTAN,19,Lead,1
MANHATTAN,19,"Litter Basket / Request",3
MANHATTAN,19,"Maintenance or Facility",5
MANHATTAN,19,"Missed Collection (All Materials)",9
MANHATTAN,19,Noise,85
MANHATTAN,19,"Noise - Commercial",30
MANHATTAN,19,"Noise - Helicopter",3
MANHATTAN,19,"Noise - Street/Sidewalk",9
MANHATTAN,19,"Noise - Vehicle",8
MANHATTAN,19,"Non-Residential Heat",20
MANHATTAN,19,"OUTSIDE BUILDING",3
MANHATTAN,19,"Open Flame Permit",1
MANHATTAN,19,"Other Enforcement",4
MANHATTAN,19,"Overflowing Litter Baskets",2
MANHATTAN,19,"Overgrown Tree/Branches",3
MANHATTAN,19,"PAINT/PLASTER",66
MANHATTAN,19,PLUMBING,48
MANHATTAN,19,Plumbing,3
MANHATTAN,19,Rodent,13
MANHATTAN,19,SAFETY,8
MANHATTAN,19,SCRIE,7
MANHATTAN,19,"Sanitation Condition",10
MANHATTAN,19,"Scaffold Safety",2
MANHATTAN,19,"School Maintenance",1
MANHATTAN,19,"Senior Center Complaint",1
MANHATTAN,19,Sewer,8
MANHATTAN,19,"Sidewalk Condition",4
MANHATTAN,19,Snow,8
MANHATTAN,19,"Special Enforcement",7
MANHATTAN,19,"Special Projects Inspection Team (SPIT)",4
MANHATTAN,19,"Street Condition",51
MANHATTAN,19,"Street Light Condition",22
MANHATTAN,19,"Street Sign - Damaged",3
MANHATTAN,19,"Street Sign - Dangling",1
MANHATTAN,19,"Street Sign - Missing",1
MANHATTAN,19,"Taxi Complaint",26
MANHATTAN,19,"Taxi Report",5
MANHATTAN,19,Traffic,6
MANHATTAN,19,"Traffic Signal Condition",35
MANHATTAN,19,"UNSANITARY CONDITION",42
MANHATTAN,19,"Unsanitary Animal Pvt Property",1
MANHATTAN,19,Vending,2
MANHATTAN,19,"Violation of Park Rules",1
MANHATTAN,19,"WATER LEAK",24
MANHATTAN,19,"Water Quality",1
MANHATTAN,19,"Water System",32
MANHATTAN,2,APPLIANCE,2
MANHATTAN,2,"Animal Abuse",3
MANHATTAN,2,"Animal in a Park",3
MANHATTAN,2,"Bike/Roller/Skate Chronic",2
MANHATTAN,2,"Blocked Driveway",4
MANHATTAN,2,Boilers,1
MANHATTAN,2,"Building/Use",2
MANHATTAN,2,"Consumer Complaint",4
MANHATTAN,2,"DOOR/WINDOW",22
MANHATTAN,2,"DPR Internal",2
MANHATTAN,2,"Damaged Tree",6
MANHATTAN,2,"Dead Tree",1
MANHATTAN,2,"Derelict Vehicles",1
MANHATTAN,2,"Dirty Conditions",9
MANHATTAN,2,Drinking,1
MANHATTAN,2,ELECTRIC,4
MANHATTAN,2,Electrical,1
MANHATTAN,2,Elevator,2
MANHATTAN,2,"FLOORING/STAIRS",6
MANHATTAN,2,"Fire Safety Director - F58",1
MANHATTAN,2,"Food Establishment",9
MANHATTAN,2,"Food Poisoning",1
MANHATTAN,2,"For Hire Vehicle Complaint",4
MANHATTAN,2,"Found Property",3
MANHATTAN,2,GENERAL,13
MANHATTAN,2,"General Construction/Plumbing",11
MANHATTAN,2,Graffiti,2
MANHATTAN,2,"HEAT/HOT WATER",489
MANHATTAN,2,"Homeless Encampment",5
MANHATTAN,2,"Homeless Person Assistance",4
MANHATTAN,2,"Illegal Parking",15
MANHATTAN,2,"Illegal Tree Damage",1
MANHATTAN,2,"Indoor Air Quality",7
MANHATTAN,2,"Litter Basket / Request",1
MANHATTAN,2,"Maintenance or Facility",2
MANHATTAN,2,"Missed Collection (All Materials)",4
MANHATTAN,2,Noise,39
MANHATTAN,2,"Noise - Commercial",90
MANHATTAN,2,"Noise - Helicopter",1
MANHATTAN,2,"Noise - House of Worship",3
MANHATTAN,2,"Noise - Park",1
MANHATTAN,2,"Noise - Street/Sidewalk",32
MANHATTAN,2,"Noise - Vehicle",15
MANHATTAN,2,"PAINT/PLASTER",11
MANHATTAN,2,PLUMBING,26
MANHATTAN,2,Plumbing,1
MANHATTAN,2,"Public Payphone Complaint",1
MANHATTAN,2,"Recycling Enforcement",1
MANHATTAN,2,Rodent,10
MANHATTAN,2,SAFETY,5
MANHATTAN,2,SCRIE,3
MANHATTAN,2,"Sanitation Condition",3
MANHATTAN,2,"School Maintenance",1
MANHATTAN,2,Sewer,3
MANHATTAN,2,"Sidewalk Condition",1
MANHATTAN,2,Smoking,2
MANHATTAN,2,"Special Projects Inspection Team (SPIT)",3
MANHATTAN,2,"Standing Water",1
MANHATTAN,2,"Street Condition",33
MANHATTAN,2,"Street Light Condition",5
MANHATTAN,2,"Street Sign - Damaged",2
MANHATTAN,2,"Taxi Complaint",17
MANHATTAN,2,"Taxi Report",3
MANHATTAN,2,"Traffic Signal Condition",9
MANHATTAN,2,"UNSANITARY CONDITION",14
MANHATTAN,2,Vending,3
MANHATTAN,2,"WATER LEAK",11
MANHATTAN,2,WLWP,1
MANHATTAN,2,"Water Quality",1
MANHATTAN,2,"Water System",16
MANHATTAN,20,APPLIANCE,9
MANHATTAN,20,"Air Quality",11
MANHATTAN,20,"Animal Abuse",6
MANHATTAN,20,"Animal in a Park",1
MANHATTAN,20,Asbestos,4
MANHATTAN,20,"BEST/Site Safety",1
MANHATTAN,20,"Bike/Roller/Skate Chronic",1
MANHATTAN,20,"Blocked Driveway",5
MANHATTAN,20,Boilers,8
MANHATTAN,20,"Broken Muni Meter",30
MANHATTAN,20,"Building/Use",7
MANHATTAN,20,"City Vehicle Placard Complaint",1
MANHATTAN,20,"Consumer Complaint",7
MANHATTAN,20,"DOF Property - Reduction Issue",2
MANHATTAN,20,"DOOR/WINDOW",30
MANHATTAN,20,"DPR Internal",1
MANHATTAN,20,"Damaged Tree",2
MANHATTAN,20,"Dead Tree",1
MANHATTAN,20,"Derelict Bicycle",3
MANHATTAN,20,"Derelict Vehicle",3
MANHATTAN,20,"Dirty Conditions",35
MANHATTAN,20,Drinking,1
MANHATTAN,20,"EAP Inspection - F59",7
MANHATTAN,20,ELECTRIC,10
MANHATTAN,20,Electrical,2
MANHATTAN,20,Elevator,9
MANHATTAN,20,"FLOORING/STAIRS",18
MANHATTAN,20,"Fire Alarm - Modification",1
MANHATTAN,20,"Fire Safety Director - F58",11
MANHATTAN,20,"Food Establishment",9
MANHATTAN,20,"Food Poisoning",6
MANHATTAN,20,"For Hire Vehicle Complaint",3
MANHATTAN,20,"Found Property",1
MANHATTAN,20,GENERAL,25
MANHATTAN,20,"General Construction/Plumbing",20
MANHATTAN,20,Graffiti,8
MANHATTAN,20,"HEAT/HOT WATER",337
MANHATTAN,20,"Hazardous Materials",1
MANHATTAN,20,"Highway Condition",2
MANHATTAN,20,"Homeless Encampment",5
MANHATTAN,20,"Homeless Person Assistance",6
MANHATTAN,20,"Illegal Parking",39
MANHATTAN,20,"Illegal Tree Damage",3
MANHATTAN,20,"Indoor Air Quality",7
MANHATTAN,20,"Indoor Sewage",1
MANHATTAN,20,"Industrial Waste",2
MANHATTAN,20,Lead,1
MANHATTAN,20,"Maintenance or Facility",5
MANHATTAN,20,"Missed Collection (All Materials)",17
MANHATTAN,20,Noise,85
MANHATTAN,20,"Noise - Commercial",49
MANHATTAN,20,"Noise - Helicopter",14
MANHATTAN,20,"Noise - Street/Sidewalk",16
MANHATTAN,20,"Noise - Vehicle",12
MANHATTAN,20,"Non-Residential Heat",4
MANHATTAN,20,"Other Enforcement",3
MANHATTAN,20,"Overflowing Litter Baskets",1
MANHATTAN,20,"Overgrown Tree/Branches",1
MANHATTAN,20,"PAINT/PLASTER",38
MANHATTAN,20,PLUMBING,39
MANHATTAN,20,"Recycling Enforcement",3
MANHATTAN,20,Rodent,9
MANHATTAN,20,"Root/Sewer/Sidewalk Condition",1
MANHATTAN,20,SAFETY,3
MANHATTAN,20,SCRIE,9
MANHATTAN,20,SDSC,1
MANHATTAN,20,"Sanitation Condition",10
MANHATTAN,20,Sewer,17
MANHATTAN,20,"Sidewalk Condition",5
MANHATTAN,20,Smoking,1
MANHATTAN,20,"Special Projects Inspection Team (SPIT)",3
MANHATTAN,20,"Street Condition",65
MANHATTAN,20,"Street Light Condition",81
MANHATTAN,20,"Street Sign - Damaged",5
MANHATTAN,20,"Sweeping/Inadequate",1
MANHATTAN,20,"Sweeping/Missed",2
MANHATTAN,20,"Taxi Complaint",26
MANHATTAN,20,"Taxi Report",9
MANHATTAN,20,Traffic,4
MANHATTAN,20,"Traffic Signal Condition",29
MANHATTAN,20,"UNSANITARY CONDITION",31
MANHATTAN,20,Vending,3
MANHATTAN,20,"Violation of Park Rules",1
MANHATTAN,20,"WATER LEAK",10
MANHATTAN,20,WNW,1
MANHATTAN,20,"Water Conservation",1
MANHATTAN,20,"Water System",42
MANHATTAN,21,APPLIANCE,14
MANHATTAN,21,"Air Quality",7
MANHATTAN,21,"Animal Abuse",1
MANHATTAN,21,"Animal in a Park",2
MANHATTAN,21,Asbestos,5
MANHATTAN,21,"BEST/Site Safety",1
MANHATTAN,21,"Blocked Driveway",9
MANHATTAN,21,Boilers,4
MANHATTAN,21,"Broken Muni Meter",30
MANHATTAN,21,"Building/Use",9
MANHATTAN,21,"Collection Truck Noise",1
MANHATTAN,21,"Consumer Complaint",13
MANHATTAN,21,"Cranes and Derricks",1
MANHATTAN,21,"DOF Parking - Tax Exemption",1
MANHATTAN,21,"DOF Property - Reduction Issue",1
MANHATTAN,21,"DOOR/WINDOW",38
MANHATTAN,21,"Damaged Tree",2
MANHATTAN,21,"Dirty Conditions",11
MANHATTAN,21,"EAP Inspection - F59",1
MANHATTAN,21,ELECTRIC,10
MANHATTAN,21,Elevator,15
MANHATTAN,21,"FLOORING/STAIRS",11
MANHATTAN,21,"Fire Safety Director - F58",10
MANHATTAN,21,"Food Establishment",7
MANHATTAN,21,"Food Poisoning",6
MANHATTAN,21,"For Hire Vehicle Complaint",3
MANHATTAN,21,GENERAL,34
MANHATTAN,21,"General Construction/Plumbing",19
MANHATTAN,21,Graffiti,1
MANHATTAN,21,"HEAT/HOT WATER",455
MANHATTAN,21,"Hazardous Materials",1
MANHATTAN,21,"Highway Condition",3
MANHATTAN,21,"Homeless Encampment",3
MANHATTAN,21,"Homeless Person Assistance",6
MANHATTAN,21,"Illegal Parking",30
MANHATTAN,21,"Illegal Tree Damage",2
MANHATTAN,21,"Indoor Air Quality",7
MANHATTAN,21,"Industrial Waste",1
MANHATTAN,21,"Litter Basket / Request",1
MANHATTAN,21,"Maintenance or Facility",2
MANHATTAN,21,"Missed Collection (All Materials)",15
MANHATTAN,21,Noise,53
MANHATTAN,21,"Noise - Commercial",73
MANHATTAN,21,"Noise - Helicopter",14
MANHATTAN,21,"Noise - Park",1
MANHATTAN,21,"Noise - Street/Sidewalk",21
MANHATTAN,21,"Noise - Vehicle",24
MANHATTAN,21,"Non-Residential Heat",4
MANHATTAN,21,"OUTSIDE BUILDING",1
MANHATTAN,21,"Other Enforcement",3
MANHATTAN,21,"Overgrown Tree/Branches",2
MANHATTAN,21,"PAINT/PLASTER",42
MANHATTAN,21,PLUMBING,52
MANHATTAN,21,Rodent,13
MANHATTAN,21,SAFETY,3
MANHATTAN,21,SCRIE,10
MANHATTAN,21,"SG-98",1
MANHATTAN,21,"Sanitation Condition",1
MANHATTAN,21,"School Maintenance",1
MANHATTAN,21,Sewer,4
MANHATTAN,21,"Sidewalk Condition",7
MANHATTAN,21,Smoking,2
MANHATTAN,21,Snow,4
MANHATTAN,21,"Street Condition",24
MANHATTAN,21,"Street Light Condition",51
MANHATTAN,21,"Street Sign - Damaged",1
MANHATTAN,21,"Street Sign - Missing",2
MANHATTAN,21,"Sweeping/Inadequate",2
MANHATTAN,21,"Taxi Complaint",25
MANHATTAN,21,"Taxi Report",5
MANHATTAN,21,Traffic,4
MANHATTAN,21,"Traffic Signal Condition",39
MANHATTAN,21,"UNSANITARY CONDITION",40
MANHATTAN,21,"Unsanitary Animal Pvt Property",1
MANHATTAN,21,Vending,4
MANHATTAN,21,"WATER LEAK",15
MANHATTAN,21,WLWP,1
MANHATTAN,21,WNW,3
MANHATTAN,21,"Water System",15
MANHATTAN,3,APPLIANCE,14
MANHATTAN,3,"Air Quality",10
MANHATTAN,3,"Animal Abuse",4
MANHATTAN,3,"Animal in a Park",1
MANHATTAN,3,Asbestos,2
MANHATTAN,3,"Blocked Driveway",4
MANHATTAN,3,Boilers,5
MANHATTAN,3,"Bridge Condition",1
MANHATTAN,3,"Broken Muni Meter",28
MANHATTAN,3,"Broken Parking Meter",2
MANHATTAN,3,"Building/Use",6
MANHATTAN,3,Construction,2
MANHATTAN,3,"Consumer Complaint",14
MANHATTAN,3,"Cranes and Derricks",1
MANHATTAN,3,"DOF Parking - Tax Exemption",3
MANHATTAN,3,"DOF Property - Reduction Issue",5
MANHATTAN,3,"DOOR/WINDOW",40
MANHATTAN,3,"DPR Internal",2
MANHATTAN,3,"Damaged Tree",5
MANHATTAN,3,"Derelict Vehicle",2
MANHATTAN,3,"Dirty Conditions",21
MANHATTAN,3,"EAP Inspection - F59",3
MANHATTAN,3,ELECTRIC,20
MANHATTAN,3,Elevator,13
MANHATTAN,3,"FLOORING/STAIRS",23
MANHATTAN,3,"Fire Alarm - Reinspection",1
MANHATTAN,3,"Fire Safety Director - F58",16
MANHATTAN,3,"Food Establishment",10
MANHATTAN,3,"Food Poisoning",3
MANHATTAN,3,"For Hire Vehicle Complaint",3
MANHATTAN,3,"For Hire Vehicle Report",1
MANHATTAN,3,"Found Property",1
MANHATTAN,3,GENERAL,36
MANHATTAN,3,"General Construction/Plumbing",23
MANHATTAN,3,Graffiti,1
MANHATTAN,3,"HEAT/HOT WATER",412
MANHATTAN,3,"Hazardous Materials",1
MANHATTAN,3,"Hazmat Storage/Use",1
MANHATTAN,3,"Highway Condition",1
MANHATTAN,3,"Homeless Encampment",5
MANHATTAN,3,"Homeless Person Assistance",8
MANHATTAN,3,"Illegal Parking",33
MANHATTAN,3,"Illegal Tree Damage",2
MANHATTAN,3,"Indoor Air Quality",4
MANHATTAN,3,"Indoor Sewage",1
MANHATTAN,3,"Industrial Waste",1
MANHATTAN,3,"Investigations and Discipline (IAD)",1
MANHATTAN,3,"Litter Basket / Request",6
MANHATTAN,3,"Maintenance or Facility",5
MANHATTAN,3,"Missed Collection (All Materials)",6
MANHATTAN,3,Noise,77
MANHATTAN,3,"Noise - Commercial",31
MANHATTAN,3,"Noise - Helicopter",1
MANHATTAN,3,"Noise - Street/Sidewalk",63
MANHATTAN,3,"Noise - Vehicle",6
MANHATTAN,3,"Non-Residential Heat",12
MANHATTAN,3,"OUTSIDE BUILDING",2
MANHATTAN,3,"Open Flame Permit",2
MANHATTAN,3,"Other Enforcement",5
MANHATTAN,3,"Overflowing Litter Baskets",4
MANHATTAN,3,"Overflowing Recycling Baskets",1
MANHATTAN,3,"Overgrown Tree/Branches",2
MANHATTAN,3,"PAINT/PLASTER",53
MANHATTAN,3,PLUMBING,44
MANHATTAN,3,Panhandling,1
MANHATTAN,3,Plumbing,3
MANHATTAN,3,"Public Payphone Complaint",2
MANHATTAN,3,"Recycling Enforcement",1
MANHATTAN,3,Rodent,19
MANHATTAN,3,"Root/Sewer/Sidewalk Condition",1
MANHATTAN,3,SAFETY,3
MANHATTAN,3,SCRIE,13
MANHATTAN,3,"Sanitation Condition",10
MANHATTAN,3,"School Maintenance",1
MANHATTAN,3,Sewer,7
MANHATTAN,3,"Sidewalk Condition",4
MANHATTAN,3,"Special Enforcement",8
MANHATTAN,3,"Special Projects Inspection Team (SPIT)",9
MANHATTAN,3,"Street Condition",44
MANHATTAN,3,"Street Light Condition",20
MANHATTAN,3,"Street Sign - Damaged",2
MANHATTAN,3,"Street Sign - Dangling",1
MANHATTAN,3,"Street Sign - Missing",3
MANHATTAN,3,"Sweeping/Missed",3
MANHATTAN,3,"Taxi Complaint",22
MANHATTAN,3,"Taxi Report",3
MANHATTAN,3,Traffic,3
MANHATTAN,3,"Traffic Signal Condition",24
MANHATTAN,3,"UNSANITARY CONDITION",72
MANHATTAN,3,"Unsanitary Animal Pvt Property",2
MANHATTAN,3,Vending,7
MANHATTAN,3,"WATER LEAK",18
MANHATTAN,3,WLWP,1
MANHATTAN,3,WNW,1
MANHATTAN,3,"Water Conservation",2
MANHATTAN,3,"Water System",28
MANHATTAN,4,APPLIANCE,4
MANHATTAN,4,"Air Quality",9
MANHATTAN,4,"Animal Abuse",7
MANHATTAN,4,"Animal Facility - No Permit",3
MANHATTAN,4,Asbestos,3
MANHATTAN,4,"Blocked Driveway",9
MANHATTAN,4,Boilers,2
MANHATTAN,4,"Broken Muni Meter",47
MANHATTAN,4,"Broken Parking Meter",1
MANHATTAN,4,"Building/Use",6
MANHATTAN,4,"Consumer Complaint",14
MANHATTAN,4,"Cranes and Derricks",1
MANHATTAN,4,"Curb Condition",1
MANHATTAN,4,"DOF Property - Reduction Issue",2
MANHATTAN,4,"DOOR/WINDOW",16
